Date,Symbol,Name_of_Company,VGM_Ratings,Value,Growth,Momentum,Low_Risk,Sector,Industry,Open,High,Low,Close,Prev_Close,Change,Change%,Volume,Avg_Vol_20D,52_Week_High,52_Week_Low,1W_Return,1M_Return,3M_Return,6M_Return,YTD_Performance,1Y_Return,Marketcap,PB_Ratio,PS_Ratio,PE_Ratio,Dividend_Yield,Price-to-Free-Cash-Flow_Ratio,FCF_Yield,EV-to-EBITDA,Revenue_Growth,EPS_Growth,Operating_Income_Growth,FCF_Growth,Asset_Growth,ROE,ROCE,Short_Term_Momentum,Medium_Term_Momentum,Long_Term_Momentum,Short_Term_Industry_Momentum,Medium_Term_Industry_Momentum,Long_Term_Industry_Momentum
2024-10-21,SR,Spire Inc,6,5,2,5,10,Utilities,Regulated Gas,65.48,66.4,64.57,66.25,65.25,1.0,1.53,777700,350810.0,68.02,54.15,2.13,-0.99,13.81,14.17,3.91,-4.43,3824356000.0,3.0,3.0,0.0,3.5,2.5,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,3.0,2.5,0.5,1.5,2.5
2024-10-21,URBN,Urban Outfitters Inc,6,7,8,3,4,Consumer Cyclical,Apparel - Retail,37.36,37.36,36.63,36.69,37.34,-0.65,-1.74,999000,1307955.0,48.9,31.37,1.07,6.81,-15.48,-9.3,2.69,34.15,3414789702.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,0.5,1.5,2.0,0.5,2.0,2.0
2024-10-21,LNN,Lindsay Corp,6,5,8,4,6,Industrials,Agricultural - Machinery,115.92,116.2,113.15,113.65,116.14,-2.49,-2.14,61000,48135.0,135.05,109.27,-6.94,-1.33,-3.77,-11.27,-11.0,-7.21,1250245200.0,2.5,1.5,3.0,2.5,2.5,3.0,2.0,0.0,3.0,0.0,3.5,0.0,3.0,3.0,2.0,2.0,2.0,3.5,4.0,3.5
2024-10-21,PX,P10 Inc,6,6,6,8,4,Financial Services,Asset Management,11.31,11.31,11.07,11.18,11.29,-0.11,-0.97,222600,323940.0,11.47,7.08,0.54,10.58,38.71,24.5,16.34,10.47,1256173620.0,3.0,2.5,3.0,2.5,2.5,3.0,3.0,2.5,3.0,3.0,2.5,0.0,2.5,3.0,4.0,5.0,2.0,3.0,4.5,1.0
2024-10-21,LLY,Eli Lilly and Co,6,2,9,7,7,Healthcare,Drug Manufacturers - General,917.98,918.86,904.56,906.13,917.97,-11.84,-1.29,1591500,2275040.0,972.53,547.61,-2.78,0.54,2.58,28.31,53.01,107.87,816332517000.0,1.0,0.5,3.0,2.0,0.5,2.0,0.5,4.5,2.5,3.5,0.0,3.5,2.5,4.5,2.5,4.0,4.5,3.0,3.0,5.0
2024-10-21,KR,The Kroger Co,6,5,3,5,10,Consumer Defensive,Grocery Stores,56.85,57.21,56.25,56.34,56.53,-0.19,-0.34,2469800,3132470.0,58.34,42.1,1.77,7.72,11.52,22.5,21.76,14.7,40733820000.0,2.5,3.0,2.5,3.5,2.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.5,3.5,2.5,3.5
2024-10-21,CRMD,Cormedix Inc,6,2,1,10,3,Healthcare,Biotechnology,11.01,11.22,10.9,11.2,11.01,0.19,1.73,788700,946840.0,11.22,2.57,10.67,79.78,129.51,275.84,197.08,111.32,645354908.0,2.5,3.0,0.0,2.5,0.0,0.0,0.0,2.5,2.5,3.0,3.0,0.0,0.0,0.0,5.0,4.5,5.0,5.0,5.0,4.5
2024-10-21,BCO,The Brink's Co,6,2,6,8,8,Industrials,Security & Protection Services,110.7,111.09,105.82,106.34,110.5,-4.16,-3.76,342600,247760.0,115.91,64.97,-4.56,1.18,6.04,33.93,23.28,60.97,4742318000.0,1.5,3.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,4.0,3.0,3.5,4.0,4.5,3.5,5.0,5.0
2024-10-21,VRSK,Verisk Analytics Inc,6,1,10,5,8,Industrials,Consulting Services,267.6,269.86,266.71,268.09,267.62,0.47,0.18,432700,633955.0,287.13,215.32,-0.05,-2.01,2.23,8.71,12.65,25.0,38257919639.0,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,3.5,5.0,4.0,2.0,4.0,2.0,0.5,3.5,1.5
2024-10-21,VNO,Vornado Realty Trust,6,3,6,10,4,Real Estate,REIT - Office,43.34,43.38,42.44,43.0,43.38,-0.38,-0.88,2626600,1755275.0,43.61,18.36,8.42,28.05,69.29,67.84,49.83,217.34,8191156000.0,3.0,3.0,2.5,2.0,2.5,3.0,2.0,3.5,3.5,0.0,5.0,2.5,3.0,2.5,5.0,5.0,4.5,5.0,4.0,4.5
2024-10-21,FCNCA,First Citizens BancShares Inc,6,3,4,7,8,Financial Services,Banks - Regional,2128.0,2128.0,2057.01,2059.01,2115.01,-56.0,-2.65,56700,79220.0,2174.8,1290.6,1.88,12.76,25.44,34.19,43.1,75.18,29919992916.0,2.5,3.0,3.0,1.5,1.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,3.0,3.0,3.5,3.5,3.5,3.5,1.5,2.0
2024-10-21,HFWA,Heritage Financial Corp,6,8,3,7,7,Financial Services,Banks - Regional,22.63,22.65,21.46,21.49,22.62,-1.13,-5.0,167700,124525.0,23.82,15.5,-1.56,-1.15,26.04,15.72,1.61,37.67,744458949.0,3.0,3.0,3.0,3.5,2.0,2.5,0.0,3.0,3.0,2.5,0.0,0.0,2.5,3.0,3.0,4.0,3.5,3.0,3.0,2.5
2024-10-21,EIG,Employers Holdings Inc,6,4,5,7,10,Financial Services,Insurance - Specialty,49.32,49.35,48.61,48.65,49.37,-0.72,-1.46,60600,97555.0,50.0,36.65,0.93,2.62,17.83,20.33,22.45,28.06,1231061635.0,3.0,3.0,2.5,3.0,2.0,2.5,2.5,0.0,3.0,2.5,4.5,0.0,3.0,3.0,3.5,3.5,3.0,2.0,2.0,1.0
2024-10-21,REPX,Riley Exploration Permian Inc,6,10,9,3,2,Energy,Oil & Gas Exploration & Production,28.19,28.36,27.47,27.53,27.77,-0.24,-0.86,81000,77055.0,34.9,21.27,-7.31,10.74,1.74,28.46,2.69,-18.96,574649640.0,3.0,3.0,3.0,3.5,2.5,3.0,3.0,3.0,3.0,3.0,0.0,2.5,3.0,3.5,2.0,1.5,1.0,4.0,4.5,3.5
2024-10-21,ORI,Old Republic International Corp,6,8,2,9,8,Financial Services,Insurance - Diversified,36.33,36.49,35.91,35.96,36.4,-0.44,-1.21,894600,880760.0,36.5,26.4,1.52,2.98,20.35,30.72,22.06,41.97,9378251381.0,3.0,3.5,2.5,4.0,2.5,3.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,2.0,4.5,4.5,4.0,4.0,4.5,4.0
2024-10-21,CF,CF Industries Holdings Inc,6,2,10,6,7,Basic Materials,Agricultural Inputs,84.31,84.65,83.69,84.18,83.99,0.19,0.23,976000,1439860.0,90.86,69.13,-4.13,9.64,15.39,10.62,3.15,24.18,15379686000.0,2.5,1.5,2.5,3.0,2.5,3.0,2.5,2.5,2.5,3.5,2.0,0.0,3.5,3.0,4.5,2.5,1.5,4.0,1.0,2.0
2024-10-21,HROW,Harrow Inc,6,3,1,10,4,Healthcare,Drug Manufacturers - Specialty & Generic,57.44,57.48,55.87,56.42,57.48,-1.06,-1.84,625700,494715.0,59.23,7.6,11.26,37.41,214.49,506.67,372.13,103.46,2009622682.0,2.0,2.5,0.0,2.5,0.0,0.0,1.5,4.0,2.5,3.0,2.5,3.0,0.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-10-21,ETD,Ethan Allen Interiors Inc,6,3,9,3,5,Consumer Cyclical,"Furnishings, Fixtures & Appliances",31.14,31.16,29.89,29.9,31.14,-1.24,-3.98,161700,225395.0,35.62,25.33,0.71,1.8,8.02,1.91,-5.56,8.97,759564680.0,3.0,2.0,3.0,3.5,2.5,3.5,2.5,3.5,3.0,2.5,2.5,3.0,3.0,3.0,2.0,1.5,1.5,2.5,1.0,2.0
2024-10-21,CEIX,CONSOL Energy Inc,6,5,8,5,4,Energy,Coal,107.79,108.63,105.65,107.95,107.46,0.49,0.46,457800,441055.0,114.3,75.43,-2.47,20.37,9.1,17.88,6.74,66.31,3194277550.0,2.0,2.0,3.0,2.0,3.0,3.0,2.5,0.0,0.0,0.0,2.5,2.5,3.5,3.5,3.0,3.0,1.5,4.0,4.5,4.0
2024-10-21,SNA,Snap-on Inc,6,4,9,6,6,Industrials,Manufacturing - Tools & Accessories,325.16,327.86,323.33,325.99,326.09,-0.1,-0.03,505800,412980.0,330.51,249.84,11.71,18.22,21.26,11.83,12.9,26.95,17148126000.0,3.0,2.0,2.5,3.0,3.0,2.5,1.0,0.0,0.0,0.0,2.0,3.5,3.0,2.0,4.0,2.5,2.5,4.5,2.0,3.5
2024-10-21,BL,BlackLine Inc,6,3,9,5,5,Technology,Software - Application,59.0,59.13,57.0,57.08,58.93,-1.85,-3.14,406200,683645.0,69.31,43.37,1.86,18.47,25.67,-2.28,-3.21,4.5,3539620690.0,2.5,3.0,2.5,2.5,2.5,3.0,3.0,2.5,3.5,3.0,0.0,0.0,3.5,2.5,4.5,1.5,2.0,4.0,2.0,2.5
2024-10-21,BIIB,Biogen Inc,6,7,7,1,7,Healthcare,Drug Manufacturers - General,190.16,190.4,184.02,184.65,190.16,-5.51,-2.9,1252500,1241760.0,268.3,181.31,-1.98,-7.97,-21.04,-23.65,-31.03,-41.06,26889408000.0,3.5,3.0,3.0,1.5,3.0,3.0,3.0,3.0,2.5,3.0,2.5,3.0,2.5,2.5,0.5,1.5,0.5,1.0,1.0,0.5
2024-10-21,OSBC,Old Second Bancorp Inc,6,5,4,5,6,Financial Services,Banks - Regional,17.16,17.16,16.34,16.36,17.13,-0.77,-4.5,254100,278365.0,17.46,13.0,5.62,-2.09,17.95,22.46,6.72,43.89,734142901.0,2.5,3.0,3.0,2.0,3.0,2.5,3.0,0.0,3.0,0.0,3.0,2.5,3.0,0.0,1.5,3.5,2.5,1.0,1.5,0.5
2024-10-21,FR,First Industrial Realty Trust Inc,6,7,5,7,9,Real Estate,REIT - Industrial,54.79,54.91,53.93,54.55,55.25,-0.7,-1.27,2029500,1596120.0,57.35,40.44,-0.02,-3.45,14.79,6.77,2.98,0.4,7220674400.0,2.5,2.5,0.0,3.0,3.0,4.0,0.0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,3.0,3.5
2024-10-21,MGY,Magnolia Oil & Gas Corp,6,4,6,3,6,Energy,Oil & Gas Exploration & Production,26.44,26.44,25.85,25.89,26.12,-0.23,-0.88,2180800,2421175.0,27.63,19.16,-4.25,11.79,6.98,30.3,20.47,34.01,4789868300.0,3.0,2.5,3.0,2.5,0.0,0.0,2.5,3.0,2.5,3.0,0.0,2.5,3.0,3.5,2.0,1.5,2.0,4.0,4.5,4.5
2024-10-21,FUL,H.B. Fuller Co,6,3,5,4,9,Basic Materials,Chemicals - Specialty,79.04,79.18,76.74,76.83,79.24,-2.41,-3.04,394500,332170.0,87.67,64.64,-2.69,-2.75,-2.19,2.41,-4.07,16.3,4223729250.0,3.0,3.0,2.5,2.5,2.5,3.0,2.5,2.5,3.0,2.5,2.5,3.0,3.0,3.0,1.5,2.5,2.5,2.0,3.0,2.5
2024-10-21,ARIS,Aris Water Solutions Inc,6,10,4,6,3,Utilities,Regulated Water,16.22,16.41,15.89,16.26,16.12,0.14,0.87,444500,375485.0,18.99,7.22,-6.55,7.9,12.22,91.29,87.11,79.87,497033726.0,3.5,3.0,3.0,4.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.5,2.5,4.0,3.5,1.5,5.0
2024-10-21,KLAC,KLA Corp,6,4,10,4,2,Technology,Semiconductors,677.5,679.75,667.4,673.61,678.52,-4.91,-0.72,738600,991880.0,896.32,452.01,-16.19,-5.59,-18.85,9.55,20.2,74.34,90592427880.0,0.5,3.0,3.0,3.0,2.5,3.0,3.0,2.5,3.0,2.5,0.0,3.5,4.0,4.0,1.5,2.0,3.5,3.5,3.5,4.5
2024-10-21,TBBK,The Bancorp Inc,6,2,10,9,4,Financial Services,Banks - Regional,58.33,58.33,56.0,56.12,58.21,-2.09,-3.59,511400,451730.0,59.26,29.92,1.8,16.65,69.5,32.45,46.26,92.98,2858587526.0,1.0,3.0,3.0,1.5,2.0,2.5,0.0,2.5,0.0,0.0,0.0,3.0,4.0,3.0,4.0,5.0,4.0,4.5,5.0,3.5
2024-10-21,CNC,Centene Corp,6,9,4,3,5,Healthcare,Medical - Healthcare Plans,61.97,62.53,60.97,61.0,62.02,-1.02,-1.64,14950900,5156950.0,81.42,60.97,-15.79,-14.08,-11.57,-17.65,-20.6,-8.76,32305722000.0,3.5,3.5,3.0,2.0,2.5,3.5,2.5,0.0,0.0,3.0,3.0,2.5,3.0,2.5,2.5,1.5,1.0,2.0,2.5,2.0
2024-10-21,CNSL,Consolidated Communications Holdings Inc,6,6,2,5,10,Communication Services,Telecommunications Services,4.63,4.64,4.63,4.63,4.63,0.0,0.0,329500,262790.0,4.65,4.01,-0.22,1.31,5.95,6.93,6.19,21.2,529000650.0,3.0,3.0,0.0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,2.5,2.5,1.5,3.0
2024-10-21,ESGR,Enstar Group Ltd,6,3,4,6,9,Financial Services,Insurance - Diversified,322.6,323.66,321.98,322.76,322.63,0.13,0.04,51500,59230.0,348.48,229.57,-0.18,1.16,8.91,19.5,9.94,25.42,4733200196.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,2.5,2.5,1.5,3.5,4.0,0.5,1.5,3.0
2024-10-21,JBGS,JBG SMITH Properties,6,6,4,7,7,Real Estate,REIT - Office,18.65,18.67,18.24,18.24,18.69,-0.45,-2.41,274500,448190.0,18.86,12.63,4.23,5.43,24.59,14.21,5.98,20.63,1662207800.0,3.0,3.0,0.0,2.5,0.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,2.5,2.5,2.0
2024-10-21,PRTA,Prothena Corp PLC,6,2,10,1,1,Healthcare,Biotechnology,16.97,17.03,16.27,16.5,17.11,-0.61,-3.57,390100,666765.0,44.78,15.52,-4.18,-20.52,-22.79,-34.13,-57.19,-78.04,887693170.0,2.5,3.0,2.5,2.5,2.5,3.5,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.5,1.0,1.0,0.5,1.0,1.0,0.5
2024-10-21,MTX,Minerals Technologies Inc,6,3,4,5,7,Basic Materials,Chemicals - Specialty,80.18,80.18,77.83,77.94,80.04,-2.1,-2.62,157100,134055.0,90.3,50.3,1.25,8.22,-6.38,12.66,10.95,30.42,2513532000.0,3.0,3.0,2.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.5,4.5,1.0,3.0,4.5
2024-10-21,FAF,First American Financial Corp,6,7,2,8,7,Financial Services,Insurance - Specialty,66.81,66.88,64.2,64.44,66.89,-2.45,-3.66,758300,725335.0,67.88,49.55,-0.19,-0.86,21.36,9.7,3.12,10.36,6709245000.0,3.0,3.0,2.5,3.5,2.5,3.0,0.0,0.0,4.0,3.5,3.5,3.0,2.5,2.5,4.5,3.5,3.0,4.0,2.5,1.5
2024-10-21,HQY,HealthEquity Inc,6,3,8,5,5,Healthcare,Medical - Healthcare Information Services,88.42,89.23,87.24,87.74,87.68,0.06,0.07,381700,513960.0,89.23,61.81,2.72,17.47,5.44,14.04,32.6,58.03,7648359180.0,3.0,2.0,2.5,2.5,0.0,0.0,2.5,3.0,3.0,2.5,2.5,4.0,3.0,3.0,3.5,2.0,2.0,4.0,3.5,4.5
2024-10-21,GTES,Gates Industrial Corp PLC,6,9,2,6,6,Industrials,Industrial - Machinery,18.62,18.65,18.39,18.56,18.67,-0.11,-0.59,2578300,1794935.0,19.07,10.68,4.86,13.52,12.21,41.14,38.92,35.97,4852331207.0,3.5,3.5,3.0,2.0,3.0,3.0,3.5,2.5,3.0,2.5,2.5,0.0,2.5,2.5,2.5,2.0,4.5,2.0,2.0,4.0
2024-10-21,HURN,Huron Consulting Group Inc,6,10,6,5,4,Industrials,Consulting Services,107.92,108.75,106.76,108.16,108.03,0.13,0.12,103200,64920.0,115.65,84.26,1.45,2.5,12.47,6.52,6.71,35.76,1936267750.0,3.0,3.5,3.5,2.0,2.5,5.0,3.0,3.0,3.0,3.0,2.5,0.0,2.5,2.5,2.5,3.5,1.5,2.0,2.0,1.0
2024-10-21,OXY,Occidental Petroleum Corp,6,6,5,1,9,Energy,Oil & Gas Exploration & Production,52.05,52.34,51.5,51.82,51.66,0.16,0.31,8884600,13854540.0,71.19,49.75,-5.37,0.84,-13.34,-9.06,-13.71,-8.85,46316716000.0,3.0,3.0,3.0,3.0,2.5,3.0,2.5,3.5,2.5,3.0,3.0,2.5,3.0,2.5,0.5,0.5,0.5,1.0,1.0,1.5
2024-10-21,SYNA,Synaptics Inc,6,6,10,2,4,Technology,Semiconductors,70.42,71.43,69.53,71.35,71.05,0.3,0.42,224600,338575.0,121.37,67.83,-2.53,0.98,-24.29,-32.36,-35.72,-6.82,2821485000.0,3.0,3.0,3.0,2.5,2.5,3.0,2.0,2.5,5.0,2.5,2.5,5.0,3.5,0.0,1.0,1.0,1.0,2.5,2.0,1.5
2024-10-21,VC,Visteon Corp,6,6,8,1,6,Consumer Cyclical,Auto - Parts,90.99,91.39,87.64,87.72,91.54,-3.82,-4.17,329000,316355.0,136.4,87.64,-5.39,-6.66,-17.42,-25.25,-30.61,-34.3,2421072000.0,2.5,3.0,3.0,2.0,2.5,3.0,3.0,3.0,2.5,2.5,0.0,0.0,3.0,3.0,0.5,1.0,0.5,1.0,2.0,1.0
2024-10-21,GABC,German American Bancorp Inc,6,2,8,8,8,Financial Services,Banks - Regional,40.62,40.62,39.49,39.63,40.53,-0.9,-2.22,66100,65455.0,42.78,24.85,0.46,2.43,22.16,25.93,21.3,47.71,1175733725.0,2.0,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,2.5,0.0,3.0,3.0,3.0,2.5,4.5,4.5,2.0,3.0,4.5
2024-10-21,ABUS,Arbutus Biopharma Corp,6,2,4,9,6,Healthcare,Biotechnology,4.15,4.15,3.98,4.07,4.15,-0.08,-1.93,787600,895240.0,4.72,1.69,4.9,-10.75,28.8,72.46,57.14,54.17,769089690.0,2.5,3.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,3.0,3.0,0.0,0.0,3.5,4.0,5.0,4.0,4.0,4.5
2024-10-21,CCI,Crown Castle Inc,6,6,3,7,9,Real Estate,REIT - Specialty,112.2,113.13,109.96,110.19,112.38,-2.19,-1.95,2111300,2456175.0,120.92,84.72,-0.56,-8.13,10.38,4.36,-5.51,-7.36,47818120000.0,2.5,2.0,3.0,2.5,2.5,3.0,0.0,2.5,2.5,2.5,3.0,0.0,3.0,2.5,4.0,4.0,3.0,2.0,3.0,3.0
2024-10-21,EXR,Extra Space Storage Inc,6,2,7,7,8,Real Estate,REIT - Industrial,169.12,170.18,164.6,164.8,171.28,-6.48,-3.78,676700,1002670.0,184.87,101.19,-3.37,-7.13,3.96,17.98,0.24,5.1,34869068744.0,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,0.0,3.0,2.5,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.5,4.5
2024-10-21,GLW,Corning Inc,6,9,2,9,8,Technology,"Hardware, Equipment & Parts",46.6,47.4,46.49,47.03,46.66,0.37,0.79,5224600,3993640.0,47.45,25.26,1.23,14.26,23.5,46.92,54.25,50.3,40116590000.0,3.0,3.0,3.0,5.0,2.5,3.0,3.0,3.0,0.0,3.0,3.0,0.0,2.5,2.5,2.5,5.0,5.0,3.0,5.0,5.0
2024-10-21,CSTL,Castle Biosciences Inc,6,6,9,10,1,Healthcare,Medical - Diagnostics & Research,32.61,33.3,31.39,31.87,32.64,-0.77,-2.36,380000,378195.0,34.5,12.23,1.79,8.77,40.52,36.78,45.13,37.37,881907400.0,2.5,3.5,2.5,2.5,3.0,3.5,2.5,4.0,4.0,3.5,3.0,3.5,2.5,3.0,5.0,4.0,4.5,5.0,5.0,4.5
2024-10-21,LXU,LSB Industries Inc,6,6,5,4,4,Basic Materials,Chemicals,9.21,9.25,9.0,9.09,9.2,-0.11,-1.2,272900,365875.0,10.4,6.74,-3.3,27.49,7.83,20.56,-2.68,-4.92,651753000.0,2.5,3.0,3.0,2.5,2.5,3.0,3.0,2.0,2.5,2.5,3.5,0.0,3.0,3.0,3.0,2.5,1.5,3.0,3.0,0.5
2024-10-21,CI,The Cigna Group,6,7,5,4,8,Healthcare,Medical - Healthcare Plans,333.32,333.32,318.24,320.23,336.0,-15.77,-4.69,4638000,1365815.0,370.83,253.95,-8.58,-10.58,-4.17,-0.32,3.27,21.55,90027220590.0,3.0,3.0,2.5,3.0,0.0,0.0,2.5,4.0,5.0,3.0,0.0,2.5,3.0,3.0,2.5,2.0,2.5,2.5,3.5,4.0
2024-10-21,RBCAA,Republic Bancorp Inc,6,2,7,9,6,Financial Services,Banks - Regional,69.5,69.67,66.94,66.94,69.1,-2.16,-3.13,18100,15245.0,70.0,42.51,2.01,7.24,31.69,33.75,21.78,66.56,1312228662.0,2.5,3.0,2.5,2.5,3.0,0.0,3.0,2.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,5.0,4.5,3.0,4.5,4.0
2024-10-21,IQV,IQVIA Holdings Inc,6,3,6,4,9,Healthcare,Medical - Diagnostics & Research,235.03,235.32,230.16,231.19,236.69,-5.5,-2.32,846200,858345.0,261.73,167.42,0.84,-1.7,8.05,9.72,0.35,22.92,42122818000.0,2.5,3.0,2.5,2.5,2.5,3.0,2.5,2.5,3.0,2.5,3.0,0.0,2.5,3.0,2.5,2.0,2.5,2.5,1.5,2.5
2024-10-21,CIM,Chimera Investment Corp,6,6,6,5,4,Real Estate,REIT - Mortgage,16.05,16.05,15.64,15.7,16.08,-0.38,-2.36,412900,515505.0,16.89,11.29,3.43,0.38,31.6,12.3,5.51,4.88,3826374829.0,3.0,3.0,3.0,1.5,3.0,3.0,2.5,2.5,0.0,2.5,3.0,3.5,3.5,2.5,2.5,4.0,1.5,4.0,5.0,1.5
2024-10-21,VRTX,Vertex Pharmaceuticals Inc,6,2,2,7,9,Healthcare,Biotechnology,480.17,487.88,477.66,478.09,483.0,-4.91,-1.02,689500,1020540.0,510.64,341.9,-0.75,1.55,-0.2,11.47,16.35,36.58,123395029000.0,2.5,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,3.5,2.5,4.5,3.5
2024-10-21,XOMA,XOMA Royalty Corp,6,2,9,5,4,Healthcare,Biotechnology,29.53,29.53,28.4,28.46,29.4,-0.94,-3.2,9600,20375.0,30.5,14.27,3.15,2.74,6.59,42.02,36.24,51.38,331359780.0,2.5,3.0,2.5,5.0,2.5,3.5,0.0,2.5,3.0,3.0,3.0,3.0,3.0,0.0,2.5,2.5,3.5,3.0,3.0,3.5
2024-10-21,WSFS,WSFS Financial Corp,6,3,5,6,7,Financial Services,Banks - Regional,51.95,52.05,49.81,49.97,51.97,-2.0,-3.85,195800,262690.0,58.59,33.12,-1.48,-2.54,14.06,18.64,9.66,63.57,2996132641.0,2.5,3.0,3.0,2.0,2.5,3.0,2.5,3.0,3.0,0.0,0.0,2.5,3.0,3.0,1.5,3.5,4.0,0.5,1.5,2.5
2024-10-21,NNI,Nelnet Inc,6,3,3,7,9,Financial Services,Financial - Credit Services,114.12,114.12,112.02,112.22,114.46,-2.24,-1.96,41100,44205.0,116.13,81.67,-0.39,2.18,12.95,26.63,27.67,19.46,4098889590.0,3.0,3.0,2.5,2.5,2.5,3.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,3.0,4.5,4.0,3.0,4.5,3.5
2024-10-21,JNJ,Johnson & Johnson,6,5,2,6,10,Healthcare,Drug Manufacturers - General,165.1,165.25,162.31,162.83,165.12,-2.29,-1.39,6082000,5738555.0,168.85,143.13,0.85,-2.72,11.95,4.51,1.79,0.73,395359552886.0,3.5,3.0,3.0,1.5,3.0,2.0,3.0,2.5,0.0,0.0,0.0,0.0,2.5,1.5,4.0,4.0,2.0,3.5,3.5,2.5
2024-10-21,GXO,GXO Logistics Inc,6,5,5,6,7,Industrials,Integrated Freight & Logistics,62.72,63.19,62.16,62.29,63.01,-0.72,-1.14,2220600,1557505.0,63.33,46.07,0.5,27.23,25.99,15.59,3.59,13.85,7440302100.0,3.0,3.5,1.5,2.0,2.5,3.0,2.5,4.0,3.5,2.5,3.5,4.5,3.0,2.5,4.0,3.0,2.0,4.0,3.5,3.0
2024-10-21,ENR,Energizer Holdings Inc,6,7,5,5,8,Industrials,Electrical Equipment & Parts,32.65,32.96,32.4,32.5,32.65,-0.15,-0.46,563400,651130.0,36.72,26.92,2.49,12.42,14.36,4.6,2.01,-8.73,2335654000.0,1.5,3.0,0.0,5.0,2.0,3.0,2.5,3.0,0.0,2.5,3.0,0.0,0.0,3.5,3.0,3.0,1.5,3.0,4.0,2.5
2024-10-21,MSFT,Microsoft Corp,6,2,9,4,9,Technology,Software - Infrastructure,416.12,418.96,413.75,418.78,418.16,0.62,0.15,14191300,16273720.0,468.35,324.39,0.59,1.11,-5.16,3.24,12.92,34.09,3112940400000.0,2.5,1.0,2.5,2.5,3.0,3.0,2.5,3.0,2.5,2.5,2.5,3.5,2.5,3.0,1.5,2.0,3.0,1.5,2.5,3.5
2024-10-21,IT,Gartner Inc,6,1,10,8,8,Technology,Information Technology Services,530.64,533.0,527.67,531.35,531.09,0.26,0.05,151400,234030.0,535.29,323.61,1.94,6.36,22.81,13.1,21.52,74.49,41331968400.0,0.5,2.0,2.5,2.5,2.5,3.0,2.0,3.5,3.0,3.0,2.5,0.0,4.5,3.0,4.5,3.0,4.0,4.5,3.0,4.5
2024-10-21,CINF,Cincinnati Financial Corp,6,4,5,7,8,Financial Services,Insurance - Property & Casualty,141.53,142.25,139.68,140.17,141.4,-1.23,-0.87,452100,480460.0,142.25,96.86,2.77,1.99,23.32,25.41,32.39,34.13,21907008000.0,3.0,2.5,2.5,3.0,3.0,2.5,0.0,0.0,0.0,0.0,3.5,2.5,2.5,2.5,4.0,3.5,3.5,3.5,3.5,3.0
2024-10-21,DASH,DoorDash Inc,6,8,2,8,5,Communication Services,Internet Content & Information,151.38,152.89,150.7,152.89,151.98,0.91,0.6,1793300,2869215.0,152.89,69.9,2.31,21.52,34.39,41.41,58.5,122.35,62733964060.0,2.5,3.0,0.0,2.5,3.0,3.0,0.0,2.5,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.5,4.0,5.0,2.5,4.5
2024-10-21,INST,Instructure Holdings Inc,6,9,5,4,6,Technology,Software - Application,23.52,23.55,23.51,23.51,23.55,-0.04,-0.17,459500,249495.0,28.25,18.98,-0.21,0.0,-3.21,-3.53,-9.58,-3.65,3434975570.0,3.0,3.0,0.0,2.5,0.0,0.0,3.0,3.0,3.0,4.5,2.5,3.0,0.0,2.5,1.5,3.5,1.0,1.5,4.0,1.5
2024-10-21,EPAC,Enerpac Tool Group Corp,6,5,3,9,10,Industrials,Industrial - Machinery,44.12,44.88,43.68,44.21,44.03,0.18,0.41,547800,376025.0,44.88,27.06,1.1,13.07,14.39,41.34,44.57,86.62,2401177730.0,3.5,2.5,2.5,2.0,3.0,3.0,2.5,3.0,0.0,0.0,2.5,2.5,2.5,2.0,3.5,4.0,4.5,3.5,4.5,4.5
